date,time,gender,session,medal_ceremony,code,AA,A,B,C,D,E,limit,venue,event
07-Aug,16:00–18:30,W,Sprint: semi-finals; finals; victory ceremony,Y,CT009,325,225,150,95,50,–,4,Olympic Park – Velodrome,Cycling - Track
29-Jul,15:00–16:10,W,Synchronised 3m Springboard: final; victory ceremony,Y,DV001,225,125,90,50,30,–,4,Olympic Park – Aquatics Centre,Diving
30-Jul,15:00–16:15,M,Synchronised 10m Platform: final; victory ceremony,Y,DV002,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Diving
31-Jul,15:00–16:10,W,Synchronised 10m Platform: final; victory ceremony,Y,DV003,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Diving
01-Aug,15:00–16:15,M,Synchronised 3m Springboard: final; victory ceremony,Y,DV004,225,125,90,50,30,–,4,Olympic Park – Aquatics Centre,Diving
03-Aug,14:30–17:30,W,3m Springboard: preliminaries,,DV005,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Diving
04-Aug,14:30–16:10,W,3m Springboard: semi-final,,DV006,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Diving
05-Aug,19:00–20:30,W,3m Springboard: final; victory ceremony,Y,DV007,225,125,90,50,30,–,4,Olympic Park – Aquatics Centre,Diving
06-Aug,19:00–22:30,M,3m Springboard: preliminaries,,DV008,–,150,95,65,40,20,6,Olympic Park – Aquatics Centre,Diving
07-Aug,10:00–11:50,M,3m Springboard: semi-final,,DV009,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Diving
07-Aug,19:00–21:00,M,3m Springboard: final; victory ceremony,Y,DV010,225,125,90,50,30,–,4,Olympic Park – Aquatics Centre,Diving
08-Aug,19:00–22:10,W,10m Platform: preliminaries,,DV011,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Diving
09-Aug,10:00–11:30,W,10m Platform: semi-final,,DV012,–,225,125,90,50,30,6,Olympic Park – Aquatics Centre,Diving
09-Aug,19:00–20:30,W,10m Platform: final; victory ceremony,Y,DV013,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Diving
10-Aug,19:00–22:45,M,10m Platform: preliminaries,,DV014,–,175,120,80,50,30,6,Olympic Park – Aquatics Centre,Diving
11-Aug,10:00–11:50,M,10m Platform: semi-final,,DV015,–,225,125,90,50,30,6,Olympic Park – Aquatics Centre,Diving
11-Aug,20:30–22:10,M,10m Platform: final; victory ceremony,Y,DV016,450,295,185,95,50,–,4,Olympic Park – Aquatics Centre,Diving
02-Aug,11:00–15:30,M/W,Team Dressage: day 1,,ED001,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Dressage
03-Aug,11:00–15:30,M/W,Team Dressage: day 2,,ED002,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Dressage
07-Aug,10:00–16:15,M/W,Team Dressage: finals; victory ceremony,Y,ED003,–,150,95,55,35,–,6,Greenwich Park,Equestrian - Dressage
09-Aug,12:30–16:30,M/W,Individual Dressage: grand prix freestyle; victory ceremony,Y,ED004,–,275,175,95,65,–,6,Greenwich Park,Equestrian - Dressage
28-Jul,10:00–16:15,M/W,Individual & Team Eventing: dressage; day 1,,EV001,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Eventing
29-Jul,10:00–16:15,M/W,Individual & Team Eventing: dressage; day 2,,EV002,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Eventing
30-Jul,12:30–17:30,M/W,Individual & Team Eventing: cross-country,,EV003,–,55,–,–,–,–,20,Greenwich Park,Equestrian - Eventing
31-Jul,10:30–16:00,M/W,Individual Eventing: jumping; victory ceremony Team Eventing: jumping; victory ceremony,Y,EV004,–,150,95,55,35,–,6,Greenwich Park,Equestrian - Eventing
04-Aug,10:30–14:15,M/W,Individual Jumping: 1st qualifier Team Jumping: qualifier for round 1,,EJ001,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Jumping
05-Aug,11:00–14:30,M/W,Team Jumping: round 1,,EJ002,–,95,65,40,20,–,20,Greenwich Park,Equestrian - Jumping
06-Aug,14:00–17:30,M/W,Team Jumping: round 2; victory ceremony,Y,EJ003,–,150,95,55,35,–,6,Greenwich Park,Equestrian - Jumping
08-Aug,12:00–16:35,M/W,Individual Jumping: final rounds; victory ceremony,Y,EJ004,–,275,175,95,65,–,6,Greenwich Park,Equestrian - Jumping
28-Jul,10:30–15:30,W,Individual Foil: round of 64; round of 32; round of 16; quarter-finals,,FE001,–,65,45,30,20,–,20,ExCeL,Fencing
28-Jul,18:00–20:30,W,Individual Foil: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE002,–,95,65,45,30,–,6,ExCeL,Fencing
29-Jul,10:30–14:00,M,Individual Sabre: round of 64; round of 32; round of 16; quarter-finals,,FE003,–,65,45,30,20,–,20,ExCeL,Fencing
29-Jul,18:00–19:50,M,Individual Sabre: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE004,–,95,65,45,30,–,6,ExCeL,Fencing
30-Jul,10:30–15:30,W,Individual Epée: round of 64; round of 32; round of 16; quarter-finals,,FE005,–,65,45,30,20,–,20,ExCeL,Fencing
30-Jul,18:00–20:30,W,Individual Epée: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE006,–,95,65,45,30,–,6,ExCeL,Fencing
31-Jul,10:30–15:30,M,Individual Foil: round of 64; round of 32; round of 16; quarter-finals,,FE007,–,65,45,30,20,–,20,ExCeL,Fencing
31-Jul,18:00–20:30,M,Individual Foil: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE008,–,95,65,45,30,–,6,ExCeL,Fencing
01-Aug,09:00–15:40,M,Individual Epée: round of 32; round of 16; quarter-finals,,FE009,–,65,45,30,20,–,20,ExCeL,Fencing
01-Aug,09:00–15:40,W,Individual Sabre: round of 32; round of 16; quarter-finals,,FE009,–,65,45,30,20,–,20,ExCeL,Fencing
01-Aug,17:30–21:20,W,Individual Epée: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE010,–,95,65,45,30,–,6,ExCeL,Fencing
01-Aug,17:30–21:20,M,Individual Sabre: semi-finals; bronze medal match; gold medal match; victory ceremony,Y,FE010,–,95,65,45,30,–,6,ExCeL,Fencing
02-Aug,09:00–16:30,W,Team Foil: round of 16; quarter-finals; classifications (5th-8th places); semi-finals,,FE011,–,65,45,30,20,–,20,ExCeL,Fencing
02-Aug,18:00–20:50,W,Team Foil: bronze medal match; gold medal match; victory ceremony,Y,FE012,–,95,65,45,30,–,6,ExCeL,Fencing
03-Aug,10:30–15:30,M,Team Sabre: round of 16; quarter-finals; classifications (5th-8th places); semi-finals,,FE013,–,65,45,30,20,–,20,ExCeL,Fencing
03-Aug,18:00–19:50,M,Team Sabre: bronze medal match; gold medal match; victory ceremony,Y,FE014,–,95,65,45,30,–,6,ExCeL,Fencing
04-Aug,09:00–16:30,W,Team Epée: round of 16; quarter-finals; classifications (5th-8th places); semi-finals,,FE015,–,65,45,30,20,–,20,ExCeL,Fencing
04-Aug,18:00–20:50,W,Team Epée: bronze medal match; gold medal match; victory ceremony,Y,FE016,–,95,65,45,30,–,6,ExCeL,Fencing
05-Aug,09:00–16:30,M,Team Foil: round of 16; quarter-finals; classifications (5th-8th places); semi-finals,,FE017,–,65,45,30,20,–,20,ExCeL,Fencing
05-Aug,18:00–20:50,M,Team Foil: bronze medal match; gold medal match; victory ceremony,Y,FE018,–,95,65,45,30,–,6,ExCeL,Fencing
28-Jul,11:00–13:10,M,Qualification,,GA001,–,150,95,65,40,20,20,North Greenwich Arena,Gymnastics - Artistic
28-Jul,15:30–17:40,M,Qualification,,GA002,–,150,95,65,40,20,6,North Greenwich Arena,Gymnastics - Artistic
28-Jul,20:00–22:10,M,Qualification,,GA003,–,150,95,65,40,20,6,North Greenwich Arena,Gymnastics - Artistic
29-Jul,09:30–12:45,W,Qualification,,GA004,–,150,95,65,40,20,20,North Greenwich Arena,Gymnastics - Artistic
29-Jul,14:45–18:00,W,Qualification,,GA005,–,150,95,65,40,20,6,North Greenwich Arena,Gymnastics - Artistic
29-Jul,20:00–21:30,W,Qualification,,GA006,–,150,95,65,40,20,6,North Greenwich Arena,Gymnastics - Artistic
30-Jul,16:30–19:30,M,Team: final; victory ceremony,Y,GA007,–,450,295,185,95,50,6,North Greenwich Arena,Gymnastics - Artistic
31-Jul,16:30–18:40,W,Team: final; victory ceremony,Y,GA008,–,450,295,185,95,50,6,North Greenwich Arena,Gymnastics - Artistic
01-Aug,16:30–19:35,M,Individual All-Around: final; victory ceremony,Y,GA009,–,450,295,185,95,50,6,North Greenwich Arena,Gymnastics - Artistic
02-Aug,16:30–18:30,W,Individual All-Around: final; victory ceremony,Y,GA010,–,450,295,185,95,50,6,North Greenwich Arena,Gymnastics - Artistic
05-Aug,14:00–16:15,M,Floor Exercise: final; victory ceremony,Y,GA011,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
05-Aug,14:00–16:15,M,Pommel Horse: final; victory ceremony,Y,GA011,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
05-Aug,14:00–16:15,W,Vault: final; victory ceremony,Y,GA011,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
06-Aug,14:00–16:20,M,Rings: final; victory ceremony,Y,GA012,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
06-Aug,14:00–16:20,M,Vault: final; victory ceremony,Y,GA012,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
06-Aug,14:00–16:20,W,Uneven Bars: final; victory ceremony,Y,GA012,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
07-Aug,14:00–17:05,M,Horizontal Bar: final; victory ceremony,Y,GA013,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
07-Aug,14:00–17:05,M,Parallel Bars: final; victory ceremony,Y,GA013,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
07-Aug,14:00–17:05,W,Balance Beam: final; victory ceremony,Y,GA013,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
07-Aug,14:00–17:05,W,Floor Exercise: final; victory ceremony,Y,GA013,450,295,185,95,50,–,4,North Greenwich Arena,Gymnastics - Artistic
09-Aug,12:00–16:10,W,Individual All-Around: qualification; rotations 1 & 2,,GR001,–,95,65,40,20,–,20,Wembley Arena,Gymnastics - Rhythmic
09-Aug,12:00–16:10,W,Group All-Around: qualification; rotation 1,,GR001,–,95,65,40,20,–,20,Wembley Arena,Gymnastics - Rhythmic
10-Aug,12:00–16:10,W,Individual All-Around: qualification; rotations 3 & 4,,GR002,–,95,65,40,20,–,20,Wembley Arena,Gymnastics - Rhythmic
10-Aug,12:00–16:10,W,Group All-Around: qualification; rotation 2,,GR002,–,95,65,40,20,–,20,Wembley Arena,Gymnastics - Rhythmic
11-Aug,13:30–16:05,W,Individual All-Around: final; victory ceremony,Y,GR003,–,175,125,65,45,–,6,Wembley Arena,Gymnastics - Rhythmic
12-Aug,13:30–15:10,W,Group All-Around: final; victory ceremony,Y,GR004,–,175,125,65,45,–,6,Wembley Arena,Gymnastics - Rhythmic
03-Aug,14:00–16:15,M,Trampoline: qualification; final; victory ceremony,Y,GT001,–,185,115,75,40,20,10,North Greenwich Arena,Gymnastics - Trampoline
04-Aug,14:00–16:15,W,Trampoline: qualification; final; victory ceremony,Y,GT002,–,185,115,75,40,20,10,North Greenwich Arena,Gymnastics - Trampoline
29-Jul,08:30–12:15,W,Preliminaries (2 matches),,HO001,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
29-Jul,13:45–17:30,W,Preliminaries (2 matches),,HO002,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
29-Jul,19:00–22:45,W,Preliminaries (2 matches),,HO003,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
30-Jul,08:30–12:15,M,Preliminaries (2 matches),,HO004,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
30-Jul,13:45–17:30,M,Preliminaries (2 matches),,HO005,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
30-Jul,19:00–22:45,M,Preliminaries (2 matches),,HO006,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
31-Jul,08:30–12:15,W,Preliminaries (2 matches),,HO007,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
31-Jul,13:45–17:30,W,Preliminaries (2 matches),,HO008,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
31-Jul,19:00–22:45,W,Preliminaries (2 matches),,HO009,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
01-Aug,08:30–12:15,M,Preliminaries (2 matches),,HO010,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
01-Aug,13:45–17:30,M,Preliminaries (2 matches),,HO011,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
01-Aug,19:00–22:45,M,Preliminaries (2 matches),,HO012,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
02-Aug,08:30–12:15,W,Preliminaries (2 matches),,HO013,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
02-Aug,13:45–17:30,W,Preliminaries (2 matches),,HO014,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
02-Aug,19:00–22:45,W,Preliminaries (2 matches),,HO015,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
03-Aug,08:30–12:15,M,Preliminaries (2 matches),,HO016,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
03-Aug,13:45–17:30,M,Preliminaries (2 matches),,HO017,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
03-Aug,19:00–22:45,M,Preliminaries (2 matches),,HO018,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
04-Aug,08:30–12:15,W,Preliminaries (2 matches),,HO019,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
04-Aug,13:45–17:30,W,Preliminaries (2 matches),,HO020,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
04-Aug,19:00–22:45,W,Preliminaries (2 matches),,HO021,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
05-Aug,08:30–12:15,M,Preliminaries (2 matches),,HO022,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
05-Aug,13:45–17:30,M,Preliminaries (2 matches),,HO023,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
05-Aug,19:00–22:45,M,Preliminaries (2 matches),,HO024,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
06-Aug,08:30–12:15,W,Preliminaries (2 matches),,HO025,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
06-Aug,13:45–17:30,W,Preliminaries (2 matches),,HO026,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
06-Aug,19:00–22:45,W,Preliminaries (2 matches),,HO027,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
07-Aug,08:30–12:15,M,Preliminaries (2 matches),,HO028,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
07-Aug,13:45–17:30,M,Preliminaries (2 matches),,HO029,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
07-Aug,19:00–22:45,M,Preliminaries (2 matches),,HO030,–,65,45,35,20,–,6,Olympic Park – Hockey Centre,Hockey
08-Aug,08:30–13:30,W,Classifications (7th-8th & 9th-10th places),,HO031,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
08-Aug,15:30–17:30,W,Semi-final,,HO032,–,95,65,45,30,–,6,Olympic Park – Hockey Centre,Hockey
08-Aug,20:00–22:00,W,Semi-final,,HO033,–,95,65,45,30,–,6,Olympic Park – Hockey Centre,Hockey
09-Aug,08:30–13:30,M,Classifications (7th-8th & 9th-10th places),,HO034,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
09-Aug,15:30–17:30,M,Semi-final,,HO035,–,95,65,45,30,–,6,Olympic Park – Hockey Centre,Hockey
09-Aug,20:00–22:00,M,Semi-final,,HO036,–,95,65,45,30,–,6,Olympic Park – Hockey Centre,Hockey
10-Aug,08:30–13:30,W,Classifications (5th-6th & 11th-12th places),,HO037,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
10-Aug,15:30–17:30,W,Bronze medal match,Y,HO038,–,115,75,45,35,–,6,Olympic Park – Hockey Centre,Hockey
10-Aug,20:00–22:30,W,Gold medal match; victory ceremony,Y,HO039,–,150,95,65,45,–,6,Olympic Park – Hockey Centre,Hockey
11-Aug,08:30–13:30,M,Classifications (5th-6th & 11th-12th places),,HO040,–,65,45,35,20,–,20,Olympic Park – Hockey Centre,Hockey
11-Aug,15:30–17:30,M,Bronze medal match,Y,HO041,–,115,75,45,35,–,6,Olympic Park – Hockey Centre,Hockey
11-Aug,20:00–22:30,M,Gold medal match; victory ceremony,Y,HO042,–,150,95,65,45,–,6,Olympic Park – Hockey Centre,Hockey
28-Jul,09:30–12:30,M,-60kg: elimination rounds; quarter-finals,,JU001,–,85,55,35,20,–,20,ExCeL,Judo
28-Jul,09:30–12:30,W,-48kg: elimination rounds; quarter-finals,,JU001,–,85,55,35,20,–,20,ExCeL,Judo
28-Jul,14:00–16:30,M,-60kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU002,–,125,95,65,45,–,6,ExCeL,Judo
28-Jul,14:00–16:30,W,-48kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU002,–,125,95,65,45,–,6,ExCeL,Judo
29-Jul,09:30–12:30,M,-66kg: elimination rounds; quarter-finals,,JU003,–,85,55,35,20,–,20,ExCeL,Judo
29-Jul,09:30–12:30,W,-52kg: elimination rounds; quarter-finals,,JU003,–,85,55,35,20,–,20,ExCeL,Judo
29-Jul,14:00–16:30,M,-66kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU004,–,125,95,65,45,–,6,ExCeL,Judo
29-Jul,14:00–16:30,W,-52kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU004,–,125,95,65,45,–,6,ExCeL,Judo
30-Jul,09:30–12:30,M,-73kg: elimination rounds; quarter-finals,,JU005,–,85,55,35,20,–,20,ExCeL,Judo
30-Jul,09:30–12:30,W,-57kg: elimination rounds; quarter-finals,,JU005,–,85,55,35,20,–,20,ExCeL,Judo
30-Jul,14:00–16:30,M,-73kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU006,–,125,95,65,45,–,6,ExCeL,Judo
30-Jul,14:00–16:30,W,-57kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU006,–,125,95,65,45,–,6,ExCeL,Judo
31-Jul,09:30–12:30,M,-81kg: elimination rounds; quarter-finals,,JU007,–,85,55,35,20,–,20,ExCeL,Judo
31-Jul,09:30–12:30,W,-63kg: elimination rounds; quarter-finals,,JU007,–,85,55,35,20,–,20,ExCeL,Judo
31-Jul,14:00–16:30,M,-81kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU008,–,125,95,65,45,–,6,ExCeL,Judo
31-Jul,14:00–16:30,W,-63kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU008,–,125,95,65,45,–,6,ExCeL,Judo
01-Aug,09:30–12:30,M,-90kg: elimination rounds; quarter-finals,,JU009,–,85,55,35,20,–,20,ExCeL,Judo
01-Aug,09:30–12:30,W,-70kg: elimination rounds; quarter-finals,,JU009,–,85,55,35,20,–,20,ExCeL,Judo
01-Aug,14:00–16:30,M,-90kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU010,–,125,95,65,45,–,6,ExCeL,Judo
01-Aug,14:00–16:30,W,-70kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU010,–,125,95,65,45,–,6,ExCeL,Judo
02-Aug,09:30–12:30,M,-100kg: elimination rounds; quarter-finals,,JU011,–,85,55,35,20,–,20,ExCeL,Judo
02-Aug,09:30–12:30,W,-78kg: elimination rounds; quarter-finals,,JU011,–,85,55,35,20,–,20,ExCeL,Judo
02-Aug,14:00–16:30,M,-100kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU012,–,125,95,65,45,–,6,ExCeL,Judo
02-Aug,14:00–16:30,W,-78kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU012,–,125,95,65,45,–,6,ExCeL,Judo
03-Aug,09:30–12:30,M,+100kg: elimination rounds; quarter-finals,,JU013,–,85,55,35,20,–,20,ExCeL,Judo
03-Aug,09:30–12:30,W,+78kg: elimination rounds; quarter-finals,,JU013,–,85,55,35,20,–,20,ExCeL,Judo
03-Aug,14:00–16:30,M,+100kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU014,–,125,95,65,45,–,6,ExCeL,Judo
03-Aug,14:00–16:30,W,+78kg: repechages; semi-final contests; bronze medal contests; gold medal contest; victory ceremony,Y,JU014,–,125,95,65,45,–,6,ExCeL,Judo
28-Jul,09:30–14:10,M,Pairs; Lightweight Fours; Eights; Single Sculls; Double Sculls; Quadruple Sculls: heats,,RO001,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
28-Jul,09:30–14:10,W,Pairs; Single Sculls; Quadruple Sculls: heats,,RO001,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,M,Lightweight Fours: repechage,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,M,Single Sculls: repechages,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,M,Double Sculls: repechage,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,M,Lightweight Double Sculls: heats,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,W,Eights: heats,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,W,Single Sculls: repechage,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
29-Jul,09:30–11:50,W,Lightweight Double Sculls: heats,,RO002,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,M,Pairs: repechage,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,M,Fours: heats,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,M,Eights: repechage,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,M,Quadruple Sculls: repechage,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,W,Pairs: repechage,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,W,Double Sculls: heats,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
30-Jul,09:30–11:10,W,Quadruple Sculls: repechage,,RO003,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,M,Fours: repechage,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,M,Lightweight Fours: semi-finals,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,M,Single Sculls: quarter-finals,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,M,Double Sculls: semi-finals,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,M,Lightweight Double Sculls: repechages,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,W,Eights: repechage,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,W,Single Sculls: quarter-finals,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,W,Double Sculls: repechage,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
31-Jul,09:30–12:40,W,Lightweight Double Sculls: repechages,,RO004,–,95,65,50,40,20,20,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,M,Pairs: semi-finals,,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,M,Eights: classification; final; victory ceremony,Y,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,M,Single Sculls: classifications; semi-finals,,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,M,Lightweight Double Sculls: classifications,,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,M,Quadruple Sculls: semi-finals,,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,W,Pairs: classification; final; victory ceremony,Y,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
01-Aug,09:30–12:50,W,Quadruple Sculls: classification; final; victory ceremony,Y,RO005,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,M,Fours: semi-finals,,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,M,Lightweight Fours: classification; final; victory ceremony,Y,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,M,Double Sculls: classification; final; victory ceremony,Y,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,M,Lightweight Double Sculls: semi-finals,,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,W,Eights: final; victory ceremony,Y,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,W,Single Sculls: classifications; semi-finals,,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
02-Aug,09:30–12:50,W,Lightweight Double Sculls: semi-finals,,RO006,–,150,95,70,50,30,6,Eton Dorney; Buckinghamshire,Rowing
03-Aug,09:30–12:50,M,Pairs: classification; final; victory ceremony,Y,RO007,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
03-Aug,09:30–12:50,M,Single Sculls: classifications; final; victory ceremony,Y,RO007,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
03-Aug,09:30–12:50,M,Quadruple Sculls: classification; final; victory ceremony,Y,RO007,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
03-Aug,09:30–12:50,W,Double Sculls: classification; final; victory ceremony,Y,RO007,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
04-Aug,09:30–12:50,M,Fours: classification; final; victory ceremony,Y,RO008,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
04-Aug,09:30–12:50,M,Lightweight Double Sculls: classifications; final; victory ceremony,Y,RO008,150,95,70,50,30,–,4,Eton Dorney; Buckinghamshire,Rowing
